country,currency,reference_number,fiscal_id,document_type,total_invoice,issued_date,payment_date,contact_company,contact_telephone,contact_email,payer_company,status
CL,CLP,24508,96512460-8,33,"239,904.00",14-03-2022,13-04-2022,DUAS RODAS CHILE S.A.,2,virginia.valenzuela@duasrodas.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,20002,77959280-4,33,"578,340.00",14-03-2022,13-04-2022,COMERCIAL TECNOVA LIMITADA,225110661,gfigueroa@comercialtecnova.cl,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,16642,76749157-3,33,"13,328,076.00",14-03-2022,13-04-2022,Sealed Air Chile SPA,,antonio.dougnac@sealedair.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,24502,96512460-8,33,"3,424,630.00",14-03-2022,13-04-2022,DUAS RODAS CHILE S.A.,2,virginia.valenzuela@duasrodas.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,24506,96512460-8,33,"9,085,989.00",14-03-2022,13-04-2022,DUAS RODAS CHILE S.A.,2,virginia.valenzuela@duasrodas.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,226748,79835560-0,33,"2,045,973.00",15-03-2022,14-04-2022,Plastyverg S.A.,228279048,fabiolacontreras@plastyverg.cl,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,24505,96512460-8,33,"5,653,874.00",14-03-2022,13-04-2022,DUAS RODAS CHILE S.A.,2,virginia.valenzuela@duasrodas.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,2098560,96584300-0,33,"4,141,135.00",14-03-2022,13-04-2022,International Paper Cartones Ltda,2,carmen.leon@ipaper.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,10401,76361576-6,33,"1,036,419.00",14-03-2022,13-04-2022,COMERCIAL E INVERSIONES LOS LIRIOS,72,contacto@maxflex.cl,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,243969,99534220-0,33,"1,985,000.00",14-03-2022,13-04-2022,Cartocor Chile S.A.,334300,enquiroga@arcor.com,FAENADORA SAN VICENTE LTDA.,Disponible
CL,CLP,199,76937924-K,33,"3,443,762.00",14-03-2022,13-04-2022,CID MELLA SOLUCIONES E INGENIERIA L,442960055,vtapia@procime.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2075,76089711-6,33,"4,516,050.00",14-03-2022,13-04-2022,MAESTRANZA SEDIMAQ LIMITADA,99182312,odiaz@sedimaq.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,50272,77569080-1,33,"288,048.00",14-03-2022,13-04-2022,Antilhue Comercial SPA,2743221,s.orellana@antilhue.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,9203,76455593-7,33,"288,211.00",14-03-2022,13-04-2022,EMELTEC SPA,223070060,parroyo@emeltec.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,244044,99534220-0,33,"1,387,678.00",14-03-2022,13-04-2022,Cartocor Chile S.A.,334300,enquiroga@arcor.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,566481,89201400-0,33,"1,190,825.00",14-03-2022,13-04-2022,ENVASES IMPRESOS SPA,4711300,lmorales@roblealto.cmpc.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,10968,96843710-0,33,"3,008,094.00",14-03-2022,13-04-2022,Ecofast SA,41,ecofast@ecofast.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,198,76937924-K,33,"3,443,762.00",14-03-2022,13-04-2022,CID MELLA SOLUCIONES E INGENIERIA L,442960055,vtapia@procime.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,205951,91462001-5,33,"3,129,700.00",14-03-2022,13-04-2022,Comercial Biggi Chile SA,5806200,cmorales@biggi.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,50269,77569080-1,33,"5,947,620.00",14-03-2022,13-04-2022,Antilhue Comercial SPA,2743221,s.orellana@antilhue.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,566479,89201400-0,33,"8,931,181.00",14-03-2022,13-04-2022,ENVASES IMPRESOS SPA,4711300,lmorales@roblealto.cmpc.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2074,76089711-6,33,"803,250.00",14-03-2022,13-04-2022,MAESTRANZA SEDIMAQ LIMITADA,99182312,odiaz@sedimaq.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,566478,89201400-0,33,"11,011,065.00",14-03-2022,13-04-2022,ENVASES IMPRESOS SPA,4711300,lmorales@roblealto.cmpc.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2071,76089711-6,33,"2,377,620.00",14-03-2022,13-04-2022,MAESTRANZA SEDIMAQ LIMITADA,99182312,odiaz@sedimaq.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,133638,76102542-2,33,"1,100,619.00",14-03-2022,13-04-2022,CORRUPAC S.A,2,manguita@corrupac.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,5735,76308000-5,33,"3,350,612.00",14-03-2022,13-04-2022,Bombas Braun S A,6227286,abenoitk@bombasbraun.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,50273,77569080-1,33,"37,773.00",14-03-2022,13-04-2022,Antilhue Comercial SPA,2743221,s.orellana@antilhue.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2073,76089711-6,33,"648,550.00",14-03-2022,13-04-2022,MAESTRANZA SEDIMAQ LIMITADA,99182312,odiaz@sedimaq.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,631,76384157-K,33,"1,408,653.00",14-03-2022,13-04-2022,MONTAJES HERRERA Y COMPANIA LIMITAD,72,omarherrera@famara.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,629,76384157-K,33,"699,586.00",14-03-2022,13-04-2022,MONTAJES HERRERA Y COMPANIA LIMITAD,72,omarherrera@famara.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,1266,76500564-7,33,"773,500.00",14-03-2022,13-04-2022,MANTENCION INDUSTRIAL VLADIMIR MAUR,985801730,vsepulvedaedu@gmail.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,566477,89201400-0,33,"3,206,249.00",14-03-2022,13-04-2022,ENVASES IMPRESOS SPA,4711300,lmorales@roblealto.cmpc.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,630,76384157-K,33,"1,407,121.00",14-03-2022,13-04-2022,MONTAJES HERRERA Y COMPANIA LIMITAD,72,omarherrera@famara.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,226720,79835560-0,33,"735,134.00",14-03-2022,13-04-2022,Plastyverg S.A.,228279048,fabiolacontreras@plastyverg.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,23487,77127510-9,33,"24,990.00",14-03-2022,13-04-2022,Soc Impo y Expo Improfor Ltda,2,ventas@improfor.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2476109,86887200-4,33,"1,205,708.00",14-03-2022,13-05-2022,Comercializadora de Art. Proteccion,228060,Cecilia.neira@apro.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,3437,76388939-4,33,"1,457,750.00",14-03-2022,13-04-2022,BETELGEUX CHILE LIMITADA,74951243,administracion@betelgeux.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,6304,77218776-9,33,"1,225,851.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,50270,77569080-1,33,"393,044.00",14-03-2022,13-04-2022,Antilhue Comercial SPA,2743221,s.orellana@antilhue.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,6307,77218776-9,33,"12,492,478.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,50271,77569080-1,33,"5,072,914.00",14-03-2022,13-04-2022,Antilhue Comercial SPA,2743221,s.orellana@antilhue.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,6302,77218776-9,33,"7,698,521.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,6305,77218776-9,33,"11,956,739.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,6303,77218776-9,33,"2,715,054.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2098564,96584300-0,33,"1,148,232.00",14-03-2022,13-04-2022,International Paper Cartones Ltda,2,carmen.leon@ipaper.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,179612,77575690-K,33,"2,086,927.00",11-03-2022,10-05-2022,PLASTICOS ARPOLI SPA,223078300,Claudia.Beltran@Arpoli.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2072,76089711-6,33,"880,600.00",14-03-2022,13-04-2022,MAESTRANZA SEDIMAQ LIMITADA,99182312,odiaz@sedimaq.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,133632,76102542-2,33,"3,868,928.00",14-03-2022,13-04-2022,CORRUPAC S.A,2,manguita@corrupac.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,6301,77218776-9,33,"713,816.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2476110,86887200-4,33,"15,080.00",14-03-2022,13-05-2022,Comercializadora de Art. Proteccion,228060,Cecilia.neira@apro.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,133684,76102542-2,33,"197,404.00",15-03-2022,14-04-2022,CORRUPAC S.A,2,manguita@corrupac.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,1545,76258788-2,33,"30,000.00",14-03-2022,13-04-2022,Floreria Paula Rodriguez Saavedra E,72,contacto@floreriapaula.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,10967,96843710-0,33,"24,255,806.00",14-03-2022,13-04-2022,Ecofast SA,41,ecofast@ecofast.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,179613,77575690-K,33,"315,031.00",11-03-2022,10-05-2022,PLASTICOS ARPOLI SPA,223078300,Claudia.Beltran@Arpoli.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,243940,99534220-0,33,"1,410,368.00",14-03-2022,13-04-2022,Cartocor Chile S.A.,334300,enquiroga@arcor.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,174242,79676110-5,33,"4,605,300.00",14-03-2022,13-04-2022,TRANSPORTE Y COMERCIAL TRESSA LIMIT,22,afuentes@tressa.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,244042,99534220-0,33,"2,736,967.00",14-03-2022,13-04-2022,Cartocor Chile S.A.,334300,enquiroga@arcor.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,13768,96834290-8,33,"11,604,920.00",14-03-2022,13-04-2022,Reciclajes Industriales S.A.,225838137,maguilera@reciclajes.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,566480,89201400-0,33,"4,763,296.00",14-03-2022,13-04-2022,ENVASES IMPRESOS SPA,4711300,lmorales@roblealto.cmpc.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,1265,76500564-7,33,"428,400.00",14-03-2022,13-04-2022,MANTENCION INDUSTRIAL VLADIMIR MAUR,985801730,vsepulvedaedu@gmail.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,2070,76089711-6,33,"898,450.00",14-03-2022,13-04-2022,MAESTRANZA SEDIMAQ LIMITADA,99182312,odiaz@sedimaq.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,179611,77575690-K,33,"4,539,043.00",11-03-2022,10-05-2022,PLASTICOS ARPOLI SPA,223078300,Claudia.Beltran@Arpoli.cl,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,1031,3637719-4,33,"2,910,264.00",11-03-2022,11-04-2022,Luis Alfonso Castro Lepe,2,castrolepe@gmail.com,FAENADORA LO MIRANDA LTDA.,Disponible
CL,CLP,4187,76730343-2,33,"13,395,897.00",07-03-2022,06-04-2022,INGELAN AUTOSERVICIOS SPA,2,ec@localizagps.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1016992,82728500-5,33,"238,738.00",14-03-2022,13-04-2022,IAN TAYLOR CHILE S.A.,32,sebastian.cerda@empresastaylor.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,581,9531509-7,33,"299,880.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,5164,77567200-5,33,"17,889,589.00",14-03-2022,13-04-2022,CONSULTORES TARGET LIMITADA,224362300,apinto@target-ddi.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,43458,78447910-2,33,"285,600.00",14-03-2022,13-04-2022,HOTELES AUSTRALIS LIMITADA,612715000,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,482,76776357-3,33,"102,816.00",14-03-2022,13-04-2022,SOCIEDAD DE TRANSPORTES OVANDO LIMI,988309753,ovando.dhalmar@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,9867,96771790-8,33,"445,717.00",14-03-2022,13-04-2022,Bbdo Publicidad SA,7514100,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,9870,96771790-8,33,"33,418,770.00",14-03-2022,13-04-2022,Bbdo Publicidad SA,7514100,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1004,76268488-8,34,"360,000.00",14-03-2022,13-04-2022,SOCIEDAD EDUCATIVA VIDAL CORDOVA LT,,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1268,10049655-0,34,"101,760.00",14-03-2022,13-04-2022,Moraga Galvez Ricardo Javier,72,transmoraga@hotmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1039,76564375-9,33,"1,663,620.00",14-03-2022,13-04-2022,PROMOSMART MARKETING SPA,984492882,felipe.errazuriz@promosmart.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,582,9531509-7,33,"476,000.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,25686,84383200-8,33,"1,369,541.00",08-03-2022,07-04-2022,Clear Channel Chile Publicidad Limi,7261600,alejandragonzalez@clearchannel.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,25685,84383200-8,33,"2,637,635.00",08-03-2022,07-04-2022,Clear Channel Chile Publicidad Limi,7261600,alejandragonzalez@clearchannel.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,3584787,76979850-1,33,"156,706.00",14-03-2022,13-04-2022,Fabrica De Bandejas Ltda.,5545949,vfuenzalida@vannichile.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,8430,77198310-3,33,"15,817,171.00",14-03-2022,13-04-2022,Soc De Serv Maxima Seguridad Operat,27765421,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,84042,76100933-8,33,"188,663.00",14-03-2022,13-04-2022,Victor Rosales Comercializadora E.I,2311474,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,135713,76067436-2,33,"73,369.00",14-03-2022,13-04-2022,Distribuidora Nene Ltda,396363,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,15945,78058280-4,33,"1,501,266.00",14-03-2022,13-04-2022,Transportes Cabo Frio Ltda.,462224,ravila@agrosuper.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,586,9531509-7,33,"357,000.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,46459,89852800-6,33,"7,024,644.00",14-03-2022,13-04-2022,Serv. Generales Ltda.,7875500,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,9868,96771790-8,33,"416,500.00",14-03-2022,13-04-2022,Bbdo Publicidad SA,7514100,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1005,76268488-8,34,"360,000.00",14-03-2022,13-04-2022,SOCIEDAD EDUCATIVA VIDAL CORDOVA LT,,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,368,76172653-6,34,"3,220,000.00",14-03-2022,13-04-2022,Infostats Reportes Estadisticos Ltd,226964894,rperez@infostats.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,12149,76377430-9,33,"703,123.00",14-03-2022,13-04-2022,SERVITRANS SERVICIO DE LIMPIEZA URB,228291000,fvergara@servitranschile.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,15944,78058280-4,33,"2,196,758.00",14-03-2022,13-04-2022,Transportes Cabo Frio Ltda.,462224,ravila@agrosuper.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1736278,96604460-8,33,"177,223.00",14-03-2022,13-04-2022,Ecolab SA,2413300,mauricio.barria@ecolab.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1873,76538805-8,33,"435,187.00",14-03-2022,13-04-2022,INFOBIP CHILE LIMITADA,232245960,pagoschile@infobip.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,54448,76766444-3,33,"87,109,752.00",14-03-2022,13-04-2022,FT FOODS S.A.,990244294,pagos@ftfoods.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,585,9531509-7,33,"1,059,100.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,25687,84383200-8,33,"1,956,487.00",08-03-2022,07-04-2022,Clear Channel Chile Publicidad Limi,7261600,alejandragonzalez@clearchannel.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,2740,78774370-6,33,"1,885,518.00",14-03-2022,13-04-2022,Empresa De Aseo Y Servicios Brux S.,,BRUXAS.SA@GMAIL.COM,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,583,9531509-7,33,"189,805.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,874,76524395-5,33,"7,996,050.00",14-03-2022,13-04-2022,RADIOS DE CHILE SPA,228898900,betsabetfuentes@archi.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,12062,78931090-4,33,"506,807.00",14-03-2022,13-04-2022,DONOSO HERMANOS Y COMPANIA LIMITADA,2291127,transportes@tdonoso.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1461020,99510910-7,33,"496,944.00",14-03-2022,13-04-2022,SEGURYCEL SA,226807,igtraverso@segurycel.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,25640,81253200-6,33,"7,615,166.00",14-03-2022,13-04-2022,MCCANN ERICKSON S A DE PUBLICIDAD,3376777,Katherine.sanchez@mccann.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,25641,81253200-6,33,"2,479,326.00",14-03-2022,13-04-2022,MCCANN ERICKSON S A DE PUBLICIDAD,3376777,Katherine.sanchez@mccann.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,326508,96685690-4,33,"80,539.00",14-03-2022,13-04-2022,Talbot Hotels SA,4996000,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1736338,96604460-8,33,"248,448.00",14-03-2022,13-04-2022,Ecolab SA,2413300,mauricio.barria@ecolab.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,46460,89852800-6,33,"3,269,525.00",14-03-2022,13-04-2022,Serv. Generales Ltda.,7875500,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,465,76631598-4,33,"116,025.00",14-03-2022,13-04-2022,SOCIEDAD COMERCIAL OLAVE-CUEVAS Y C,2147483647,patriciaolave@022gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,37,15575511-3,33,"452,200.00",14-03-2022,13-04-2022,MARCELO RODRIGO MUNIZAGA LOPEZ,994506969,mrmlopez_26@hotmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,25688,84383200-8,33,"5,652,074.00",08-03-2022,07-04-2022,Clear Channel Chile Publicidad Limi,7261600,alejandragonzalez@clearchannel.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,584,9531509-7,33,"297,500.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1007,76478759-5,33,"501,585.00",14-03-2022,13-04-2022,SOLUCIONES DE INGENIERÍA CESAR CESP,969414047,cesarcespedes@ingenieriacyr.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,580,9531509-7,33,"172,550.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,579,9531509-7,33,"3,689,000.00",14-03-2022,13-04-2022,Segundo Garrido Garrido,99331381,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,5405,76058075-9,33,"749,700.00",14-03-2022,13-04-2022,Soc. De Proy. Inst. Elect. Y Otras,,hugogacitua@hglimitada.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,12061,78931090-4,33,"422,339.00",14-03-2022,13-04-2022,DONOSO HERMANOS Y COMPANIA LIMITADA,2291127,transportes@tdonoso.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,9353,76339081-0,34,"1,500,000.00",10-03-2022,11-04-2022,DCANJE SPA,957752864,ventas@dcanje.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,724589,76178838-8,33,"32,937,730.00",11-03-2022,11-04-2022,LATIN AMERICAN FOODS S.A.,232133000,contactosii@lafchile.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,724590,76178838-8,33,"12,761,215.00",11-03-2022,11-04-2022,LATIN AMERICAN FOODS S.A.,232133000,contactosii@lafchile.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,288259,83877600-0,33,"516,178.00",10-03-2022,11-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,463350,79581120-6,33,"118,096.00",14-03-2022,13-04-2022,Difem Laboratorios S.A.,2107400,chernandez@difem.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,229180,91974000-0,33,"1,166,200.00",15-03-2022,14-04-2022,ALFA CHILENA ALIMENTOS LIMITADA,9424962,dponce@alfachilena.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,288280,83877600-0,33,"59,536.00",11-03-2022,11-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,288279,83877600-0,33,"37,836.00",11-03-2022,11-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,288278,83877600-0,33,"127,898.00",11-03-2022,11-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,125999,96974100-8,33,"302,071.00",15-03-2022,14-04-2022,Codepack SA,28166700,ordendecompra@codepack.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,10708,76251758-2,33,"107,088.00",14-03-2022,13-04-2022,Comercial Imanto Ltda.,227283543,gspagnoli@imanto.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,24512,96512460-8,33,"1,066,870.00",14-03-2022,13-04-2022,DUAS RODAS CHILE S.A.,2,virginia.valenzuela@duasrodas.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,6319,77218776-9,33,"1,530,424.00",14-03-2022,13-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,29329,96723770-1,33,"45,696.00",14-03-2022,13-04-2022,Kortho Chile SA,2,amartinez@kortho.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,488928,84144400-0,33,"397,069.00",14-03-2022,13-05-2022,Industrial y Comercial Solucorp Ltd,3637000,oc_fbendeck@solucorp.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,133622,76102542-2,33,"2,125,492.00",14-03-2022,13-04-2022,CORRUPAC S.A,2,manguita@corrupac.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,19309,76572870-3,33,"1,938,550.00",14-03-2022,13-04-2022,Techfoods S.A.,9,ccaro@techfoods.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,24513,96512460-8,33,"2,309,091.00",14-03-2022,13-04-2022,DUAS RODAS CHILE S.A.,2,virginia.valenzuela@duasrodas.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,15661,77051060-0,33,"4,857,644.00",14-03-2022,13-04-2022,Bemis Chile Limitada,6651619,Cristian.Cardenas2@amcor.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,9208,76455593-7,33,"374,850.00",14-03-2022,13-04-2022,EMELTEC SPA,223070060,parroyo@emeltec.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,9987289,96568740-8,33,"197,971.00",09-03-2022,08-04-2022,Gasco GLP S.A.,2201856,kroldan@gasco.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,106745,89010400-2,33,"2,220,691.00",14-03-2022,13-04-2022,Alusa Chile S. A.,26793389,Cristian.Cardenas2@amcor.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
